Student ID,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
S2856,female,Group C,some high school,standard,none,70,75,76
S2859,female,Group B,high school,free/reduced,none,30,47,46
S2860,male,Group C,some college,standard,none,100,97,91
S2861,male,Group D,associate's degree,standard,none,89,78,76
S2863,female,Group B,associate's degree,standard,completed,63,72,78
S2865,male,Group D,master's degree,standard,completed,67,71,70
S2866,male,Group C,some college,free/reduced,none,57,6,57
S2867,female,Group B,associate's degree,standard,none,68,7,76
S2868,male,Group C,associate's degree,free/reduced,none,59,64,60
S2869,female,Group E,some high school,standard,completed,89,95,99
S2870,male,Group B,some college,free/reduced,none,52,57,49
S2871,male,Group C,high school,standard,none,69,67,63
S2872,female,Group E,some college,standard,completed,97,88,81
S2873,male,Group D,associate's degree,standard,none,74,69,63
S2874,female,Group D,master's degree,standard,none,69,67,78
S2875,female,Group E,some high school,free/reduced,none,63,72,60
S2876,male,Group C,master's degree,standard,completed,57,64,66
S2878,male,Group E,associate's degree,standard,none,82,76,71
S2879,female,Group C,master's degree,standard,none,43,57,59
S2880,male,Group C,some high school,standard,none,28,27,23
S2883,female,Group C,associate's degree,standard,none,89,86,92
S2884,male,Group D,some high school,standard,none,69,56,59
S2885,female,Group B,some high school,standard,completed,69,76,72
S2887,male,Group C,some high school,standard,completed,86,89,87
S2888,male,Group C,some high school,standard,none,45,48,46
S2889,male,Group D,some college,standard,none,79,56,68
S2890,female,Group C,high school,standard,none,69,81,70
S2892,male,Group D,some college,standard,none,98,88,85
S2893,male,Group E,some college,standard,completed,80,7,71
S2894,male,Group C,some high school,free/reduced,completed,35,56,54
S2895,male,Group B,master's degree,standard,none,88,78,84
S2896,female,Group C,some college,free/reduced,completed,69,85,84
S2897,male,Group B,bachelor's degree,free/reduced,none,76,74,76
S2898,male,Group C,some college,free/reduced,none,65,55,51
S2899,female,Group D,associate's degree,standard,none,84,9,90
S2901,male,Group D,associate's degree,standard,completed,99,85,88
S2902,female,Group C,some college,free/reduced,completed,41,59,56
S2903,male,Group C,associate's degree,free/reduced,completed,61,58,56
S2905,female,Group C,some college,free/reduced,none,76,82,81
S2906,female,Group D,associate's degree,standard,none,75,87,90
S2908,male,Group E,some college,standard,none,88,89,87
S2910,female,Group D,some high school,free/reduced,completed,64,84,83
S2911,male,Group E,some college,standard,completed,87,87,79
S2912,male,Group D,some college,standard,none,98,88,85
S2914,male,Group D,bachelor's degree,standard,none,39,45,36
S2915,female,Group D,associate's degree,standard,completed,82,95,100
S2916,female,Group C,high school,standard,none,31,49,42
S2917,male,Group D,high school,free/reduced,none,54,53,47
S2918,female,Group D,master's degree,free/reduced,none,83,86,87
S2919,female,Group D,bachelor's degree,standard,none,41,51,53
S2920,female,Group A,associate's degree,free/reduced,none,58,75,78
S2922,male,Group C,some college,standard,none,55,65,57
S2923,male,Group C,associate's degree,standard,none,88,8,81
S2924,female,Group C,some college,free/reduced,completed,60,8,76
S2925,female,Group A,high school,standard,none,61,69,66
S2926,male,Group D,high school,standard,completed,70,72,67
S2927,male,Group C,some college,free/reduced,none,52,57,49
S2928,female,Group B,associate's degree,standard,completed,64,66,72
S2929,female,Group C,some college,free/reduced,completed,58,62,64
S2930,male,Group E,some college,standard,none,75,66,59
S2931,female,Group C,some college,standard,none,62,64,61
S2932,female,Group B,high school,standard,none,74,9,83
S2933,female,Group C,high school,standard,none,87,9,85
S2934,female,Group C,high school,standard,none,52,68,66
S2935,female,Group D,associate's degree,standard,completed,82,95,100
S2936,male,Group D,high school,free/reduced,none,48,46,50
S2937,female,Group D,some college,standard,none,41,51,53
S2938,male,Group C,some college,free/reduced,none,71,74,73
S2939,female,Group B,bachelor's degree,free/reduced,completed,49,57,61
S2940,female,Group C,some college,standard,none,51,72,63
S2941,female,Group E,bachelor's degree,standard,none,98,95,100
S2942,female,Group B,associate's degree,standard,none,75,95,94
S2943,female,Group E,some college,free/reduced,none,74,78,81
S2944,male,Group C,some college,standard,none,86,82,72
S2945,male,Group C,master's degree,standard,completed,79,72,74
S2946,female,Group C,bachelor's degree,free/reduced,none,51,53,51
S2947,female,Group E,some college,standard,none,82,85,91
S2948,female,Group E,some college,standard,completed,96,98,100
S2949,male,Group D,high school,standard,none,81,62,61
S2950,male,Group B,some college,free/reduced,none,51,5,44
S2951,male,Group C,high school,standard,none,69,67,63
S2952,male,Group A,some college,standard,none,82,68,63
S2953,female,Group B,associate's degree,free/reduced,completed,84,91,89
S2954,male,Group C,associate's degree,standard,none,96,93,87
S2955,female,Group E,some college,standard,completed,89,93,93
S2956,male,Group C,associate's degree,free/reduced,none,59,64,60
S2957,male,Group C,some high school,standard,none,94,84,80
S2958,male,Group E,some high school,standard,none,73,62,59
S2959,male,Group C,some high school,standard,none,80,75,73
S2960,female,Group D,some college,standard,none,61,7,73
S2961,female,Group D,master's degree,standard,none,44,39,37
S2962,male,Group D,some high school,free/reduced,completed,35,56,54
S2963,male,Group B,bachelor's degree,standard,none,94,82,93
S2965,female,Group B,high school,free/reduced,completed,45,61,63
S2966,male,Group C,associate's degree,free/reduced,completed,59,68,66
S2967,female,Group E,associate's degree,free/reduced,completed,66,6,64
S2968,female,Group C,some college,free/reduced,none,64,81,87
S2969,male,Group D,associate's degree,standard,none,99,97,95
S2970,female,Group E,some high school,standard,none,52,71,70
S2971,male,Group C,associate's degree,free/reduced,completed,74,85,87
S2972,male,Group A,high school,standard,none,56,45,38
S2973,female,Group E,associate's degree,free/reduced,none,60,74,68
S2974,male,Group E,associate's degree,free/reduced,none,57,45,42
S2975,male,Group B,some college,free/reduced,none,57,54,44
S2976,male,Group C,high school,standard,none,94,84,80
S2977,male,Group C,bachelor's degree,free/reduced,completed,72,7,70
S2978,male,Group E,high school,standard,none,96,94,93
S2979,female,Group C,some college,standard,none,56,58,55
S2980,female,Group D,some college,standard,none,62,62,68
S2981,male,Group D,some college,standard,none,69,73,67
S2984,female,Group C,some college,standard,none,51,72,63
S2985,female,Group C,bachelor's degree,standard,none,92,88,94
S2986,female,Group A,associate's degree,standard,none,37,4,36
S2987,female,Group C,some college,free/reduced,none,71,83,80
S2988,female,Group C,high school,standard,none,69,81,70
S2989,female,Group E,high school,standard,none,90,96,88
S2990,male,Group E,high school,free/reduced,none,81,84,78
S2992,female,Group C,master's degree,standard,none,70,81,75
S2994,male,Group C,some high school,free/reduced,none,79,77,71
S2995,male,Group C,associate's degree,free/reduced,completed,60,57,61
S2997,male,Group E,some college,standard,none,91,82,74
S2998,female,Group C,associate's degree,standard,completed,77,9,97
S2999,female,Group B,high school,standard,none,39,6,52
S3000,male,Group A,associate's degree,standard,none,60,56,57
S3001,male,Group B,high school,standard,none,65,61,57
S3002,female,Group C,some college,free/reduced,none,44,44,53
S3004,female,Group B,some college,free/reduced,none,36,51,49
S3005,female,Group C,bachelor's degree,standard,completed,57,69,77
S3006,female,Group A,some college,standard,none,62,64,63
S3007,male,Group B,master's degree,standard,none,88,78,84
S3008,female,Group D,associate's degree,standard,none,40,51,51
S3009,female,Group B,some college,standard,completed,69,72,72
S3010,female,Group E,some college,free/reduced,none,63,72,60
S3011,male,Group B,some college,standard,completed,83,79,80
S3012,female,Group C,some college,standard,none,74,79,73
S3014,female,Group E,some college,standard,none,85,9,88
S3015,male,Group D,some college,free/reduced,completed,73,68,72
S3016,male,Group D,associate's degree,standard,none,72,62,60
S3017,female,Group B,some college,standard,completed,69,72,72
S3018,male,Group B,high school,standard,completed,88,87,85
S3019,female,Group B,master's degree,standard,none,71,68,68
S3020,male,Group C,some college,free/reduced,none,33,42,41
S3021,female,Group C,some college,standard,none,81,96,93
S3022,male,Group C,high school,free/reduced,none,75,79,68
S3023,female,Group B,associate's degree,standard,none,75,95,94
S3025,male,Group C,high school,standard,none,84,71,66
S3026,female,Group C,bachelor's degree,free/reduced,none,54,57,63
S3027,male,Group D,some high school,standard,completed,100,84,87
S3028,male,Group C,associate's degree,standard,none,88,8,81
S3029,male,Group A,master's degree,free/reduced,none,84,85,87
S3030,male,Group B,some high school,standard,none,74,69,69
S3031,female,Group D,associate's degree,standard,none,61,7,73
S3032,male,Group C,high school,free/reduced,completed,64,71,68
S3033,male,Group C,some high school,standard,completed,100,84,87
S3034,female,Group D,bachelor's degree,standard,completed,83,1,100
S3035,male,Group C,some high school,standard,none,94,84,80
S3036,female,Group D,associate's degree,standard,none,83,85,86
S3037,male,Group B,high school,standard,completed,76,81,72
S3038,male,Group C,some high school,standard,none,79,65,67
S3039,male,Group E,some college,standard,none,75,66,59
S3040,male,Group A,master's degree,free/reduced,none,84,85,87
S3042,male,Group D,associate's degree,standard,none,61,56,56
S3043,female,Group C,some college,standard,completed,89,86,92
S3044,male,Group C,associate's degree,free/reduced,completed,61,69,62
S3045,male,Group D,some high school,standard,none,82,77,72
S3046,male,Group C,some high school,standard,none,94,86,82
S3047,female,Group C,master's degree,free/reduced,none,57,54,48
S3050,male,Group C,some college,free/reduced,none,81,84,78
S3051,male,Group D,some college,free/reduced,none,66,56,56
S3053,male,Group C,associate's degree,free/reduced,none,59,64,60
S3054,female,Group B,some high school,standard,none,62,78,74
S3055,female,Group C,some college,standard,none,64,72,66
S3056,male,Group C,high school,free/reduced,none,59,6,56
S3057,male,Group C,associate's degree,standard,none,81,77,71
S3058,male,Group C,some college,standard,none,92,77,84
S3059,male,Group C,associate's degree,standard,none,80,76,74
S3061,female,Group C,associate's degree,standard,none,82,91,85
S3063,male,Group D,some college,standard,none,67,65,59
S3065,male,Group D,some high school,free/reduced,completed,40,5,47
S3066,male,Group C,some college,free/reduced,completed,70,66,68
S3067,male,Group D,some college,free/reduced,none,59,45,44
S3068,male,Group A,some college,standard,none,77,73,69
S3069,male,Group B,high school,free/reduced,none,59,74,68
S3070,female,Group D,bachelor's degree,free/reduced,none,69,85,83
S3071,female,Group E,some college,free/reduced,none,41,6,55
S3072,male,Group C,some college,standard,none,80,79,74
S3073,male,Group C,high school,standard,none,90,79,75
S3074,female,Group C,bachelor's degree,standard,none,67,72,72
S3076,female,Group E,some college,standard,none,74,77,73
S3077,male,Group C,high school,free/reduced,none,54,53,51
S3078,female,Group D,high school,standard,none,44,47,55
S3079,male,Group C,bachelor's degree,standard,none,91,83,82
S3081,male,Group E,high school,standard,none,80,72,62
S3082,female,Group C,some high school,standard,none,28,27,23
S3083,female,Group A,some college,standard,completed,67,86,86
S3084,male,Group C,some high school,standard,none,80,75,73
S3085,male,Group A,associate's degree,standard,completed,79,65,69
S3086,female,Group A,high school,standard,none,56,45,38
S3087,female,Group C,some college,standard,none,59,72,70
S3088,male,Group E,some high school,standard,none,94,75,75
S3089,female,Group D,some college,standard,none,41,58,60
S3090,female,Group A,associate's degree,free/reduced,completed,56,6,63
S3091,male,Group C,associate's degree,standard,completed,87,82,79
S3092,male,Group E,master's degree,free/reduced,none,68,7,62
S3094,male,Group C,high school,standard,none,74,72,62
S3095,male,Group D,some college,standard,none,90,72,79
S3096,male,Group D,some high school,standard,completed,80,77,80
S3097,female,Group C,high school,standard,none,44,47,55
S3098,female,Group D,high school,standard,completed,76,75,77
S3099,female,Group A,associate's degree,standard,none,53,57,60
S3100,male,Group C,bachelor's degree,standard,none,77,65,69
S3102,female,Group D,some high school,standard,none,62,68,65
S3103,female,Group C,some college,standard,none,69,75,75
S3104,male,Group D,high school,standard,completed,70,72,67
S3105,female,Group B,some college,standard,none,69,72,72
S3107,male,Group C,some college,standard,none,88,66,73
S3108,female,Group C,some college,standard,none,77,81,85
S3109,male,Group C,high school,standard,completed,75,69,67
S3110,male,Group B,master's degree,standard,none,61,56,52
S3111,female,Group C,some high school,standard,none,67,73,76
S3112,female,Group A,high school,standard,none,57,53,54
S3113,female,Group E,high school,standard,none,85,86,88
S3114,female,Group D,associate's degree,free/reduced,completed,75,78,77
S3115,female,Group B,associate's degree,standard,none,90,94,93
S3117,male,Group C,master's degree,standard,completed,79,72,74
S3118,female,Group C,some college,standard,none,46,52,48
S3119,female,Group A,some college,free/reduced,none,82,86,78
S3120,female,Group C,high school,free/reduced,none,76,9,84
S3121,male,Group D,high school,free/reduced,none,51,56,50
S3122,female,Group D,associate's degree,standard,completed,73,87,83
S3123,female,Group D,some college,standard,none,94,97,95
S3124,female,Group B,bachelor's degree,standard,completed,82,85,99
S3125,female,Group C,some college,standard,none,66,77,80
S3126,female,Group B,some college,standard,completed,69,72,72
S3127,male,Group D,some college,standard,none,75,66,72
S3128,male,Group C,associate's degree,standard,none,76,61,62
S3129,male,Group B,some college,standard,none,60,55,52
S3130,female,Group C,high school,standard,completed,44,69,68
S3131,female,Group D,bachelor's degree,standard,none,78,8,79
S3132,male,Group E,some college,free/reduced,none,56,46,43
S3133,female,Group D,some college,standard,none,71,71,76
S3134,male,Group E,some college,standard,none,81,72,70
S3135,male,Group C,some college,standard,none,90,76,71
S3136,male,Group E,bachelor's degree,standard,none,85,77,78
S3137,female,Group D,some high school,standard,completed,74,78,78
S3138,male,Group B,associate's degree,standard,completed,79,77,75
S3139,male,Group C,master's degree,standard,none,53,5,49
S3140,female,Group C,master's degree,standard,none,85,81,80
S3141,male,Group C,some high school,standard,none,84,84,74
S3143,female,Group D,some college,standard,none,71,71,76
S3145,female,Group B,some high school,standard,none,46,61,58
S3147,female,Group E,some college,free/reduced,none,69,74,75
S3148,female,Group E,bachelor's degree,standard,none,52,53,55
S3149,female,Group D,some high school,free/reduced,none,62,75,79
S3150,male,Group D,some high school,standard,none,83,74,80
S3151,female,Group C,high school,standard,none,50,62,63
S3152,female,Group B,high school,standard,none,65,68,67
S3155,male,Group C,some college,free/reduced,completed,67,89,89
S3156,female,Group B,high school,standard,none,74,9,83
S3157,male,Group A,master's degree,standard,none,84,85,87
S3158,female,Group D,some college,standard,none,75,75,78
S3160,male,Group C,high school,free/reduced,none,56,67,62
S3161,female,Group C,some college,free/reduced,none,43,58,60
S3162,female,Group C,some high school,free/reduced,completed,64,84,83
S3164,male,Group D,some college,standard,none,75,66,72
S3165,male,Group E,master's degree,free/reduced,none,69,56,56
S3166,male,Group C,bachelor's degree,standard,completed,75,62,65
S3167,female,Group B,some college,standard,none,50,48,52
S3168,female,Group A,associate's degree,standard,none,72,85,81
S3169,male,Group E,some college,standard,none,94,75,75
S3170,male,Group B,some high school,free/reduced,none,33,47,32
S3171,male,Group D,master's degree,standard,none,88,72,78
S3172,male,Group B,some college,standard,none,86,82,72
S3173,female,Group C,some high school,standard,none,67,73,76
S3177,female,Group C,some college,free/reduced,none,76,82,81
S3178,female,Group A,master's degree,standard,completed,68,76,76
S3179,male,Group B,high school,standard,none,44,5,37
S3180,female,Group C,some college,free/reduced,completed,71,92,93
S3181,male,Group D,some college,standard,none,99,97,95
S3182,male,Group C,high school,standard,none,78,81,80
S3183,male,Group D,bachelor's degree,standard,none,39,45,36
S3184,male,Group D,some college,free/reduced,none,66,56,56
S3185,female,Group E,some college,standard,completed,86,89,96
S3186,male,Group C,bachelor's degree,free/reduced,completed,57,65,56
S3187,female,Group C,associate's degree,standard,none,72,77,75
S3188,male,Group B,some high school,standard,none,45,5,48
S3189,male,Group C,some college,standard,none,80,66,66
S3190,female,Group E,bachelor's degree,standard,none,98,95,100
S3191,female,Group C,bachelor's degree,free/reduced,none,51,53,51
S3192,male,Group B,master's degree,free/reduced,none,54,6,60
S3193,male,Group C,master's degree,free/reduced,none,55,54,52
S3194,female,Group C,master's degree,free/reduced,completed,71,92,93
S3195,female,Group C,associate's degree,standard,none,65,85,80
S3196,female,Group C,some high school,standard,none,23,33,33
S3197,male,Group E,high school,standard,none,80,72,62
S3198,female,Group C,high school,standard,none,69,81,70
S3199,male,Group D,some college,free/reduced,none,62,58,56
S3200,male,Group C,some college,standard,none,80,75,73
S3201,female,Group C,associate's degree,free/reduced,completed,47,49,49
S3202,male,Group B,master's degree,standard,none,88,78,84
S3203,female,Group D,some high school,standard,completed,69,86,87
S3204,female,Group B,high school,free/reduced,none,75,9,95
S3205,female,Group B,associate's degree,free/reduced,none,61,64,63
S3207,male,Group C,some college,standard,completed,92,86,88
S3208,female,Group D,some high school,standard,none,83,92,93
S3209,male,Group D,associate's degree,standard,none,74,7,63
S3210,male,Group C,some high school,standard,none,63,59,51
S3212,female,Group D,high school,standard,completed,75,74,75
S3213,male,Group E,some college,free/reduced,completed,66,66,75
S3214,male,Group C,some college,standard,none,76,74,71
S3216,female,Group D,some college,standard,none,62,62,68
S3218,female,Group D,some college,standard,completed,59,7,78
S3220,male,Group E,some high school,standard,none,92,8,78
S3221,male,Group C,some college,free/reduced,none,70,66,68
S3222,male,Group D,associate's degree,standard,none,72,67,59
S3224,male,Group E,associate's degree,standard,completed,82,78,78
S3225,female,Group A,some college,standard,completed,56,68,70
S3226,male,Group E,some college,free/reduced,none,57,45,46
S3227,female,Group C,master's degree,standard,none,69,76,71
S3228,male,Group C,high school,free/reduced,none,51,56,50
S3229,male,Group E,bachelor's degree,standard,completed,100,1,100
S3230,female,Group C,high school,free/reduced,none,48,6,55
S3231,male,Group E,some college,standard,none,81,78,68
S3233,female,Group D,some college,free/reduced,none,43,48,53
S3235,male,Group C,bachelor's degree,free/reduced,none,72,7,70
S3236,female,Group D,some college,free/reduced,completed,64,82,80
S3237,female,Group D,bachelor's degree,free/reduced,none,69,85,83
S3238,female,Group C,bachelor's degree,standard,completed,92,88,94
S3239,female,Group C,master's degree,standard,none,69,76,71
S3240,female,Group C,bachelor's degree,standard,completed,66,73,72
S3243,male,Group C,high school,free/reduced,none,51,57,44
S3244,female,Group C,master's degree,standard,none,69,76,71
S3246,female,Group C,some high school,standard,none,70,75,78
S3247,male,Group D,associate's degree,standard,none,86,84,82
S3248,male,Group C,high school,standard,none,74,72,62
S3249,male,Group B,associate's degree,free/reduced,completed,50,56,55
S3250,female,Group E,some high school,standard,none,89,95,99
S3251,female,Group A,associate's degree,standard,none,72,85,81
S3252,female,Group C,high school,standard,none,63,73,74
S3253,male,Group D,high school,standard,none,83,78,74
S3255,male,Group D,some college,free/reduced,none,54,49,48
S3256,female,Group D,associate's degree,standard,none,70,79,76
S3257,male,Group D,some college,standard,completed,94,97,95
S3258,male,Group A,some high school,standard,completed,67,6,69
S3259,female,Group D,high school,free/reduced,none,68,73,71
S3261,female,Group B,some college,standard,none,83,79,80
S3262,female,Group E,master's degree,free/reduced,completed,74,83,84
S3263,male,Group C,high school,free/reduced,none,66,66,62
S3264,male,Group B,some college,standard,none,60,59,53
S3265,female,Group C,bachelor's degree,free/reduced,completed,62,68,74
S3266,female,Group C,associate's degree,free/reduced,completed,69,76,82
S3268,female,Group E,associate's degree,standard,none,83,83,78
S3269,female,Group C,some college,standard,none,56,68,66
S3270,male,Group C,bachelor's degree,free/reduced,none,62,69,60
S3271,male,Group E,some high school,standard,none,94,86,82
S3272,male,Group C,some high school,standard,none,83,84,78
S3273,female,Group E,some high school,free/reduced,completed,42,59,59
S3274,male,Group A,bachelor's degree,free/reduced,none,62,75,73
S3275,male,Group E,bachelor's degree,standard,none,85,77,78
S3276,male,Group D,associate's degree,standard,completed,68,66,72
S3277,male,Group C,some college,free/reduced,none,35,47,41
S3278,female,Group C,some high school,standard,none,68,77,75
S3279,male,Group E,associate's degree,standard,none,83,83,78
S3280,female,Group D,high school,standard,none,59,69,64
S3281,female,Group D,some college,free/reduced,completed,64,82,80
S3282,female,Group D,some college,free/reduced,none,36,45,44
S3283,male,Group A,associate's degree,standard,none,37,4,36
S3284,male,Group C,associate's degree,free/reduced,none,82,86,78
S3285,male,Group B,some high school,standard,completed,72,62,62
S3286,female,Group C,associate's degree,standard,none,44,49,53
S3287,male,Group C,master's degree,free/reduced,none,82,69,76
S3288,male,Group C,high school,free/reduced,completed,64,71,68
S3289,male,Group C,high school,standard,none,58,66,70
S3290,female,Group C,some college,standard,none,71,69,73
S3291,male,Group D,some high school,standard,completed,69,7,75
S3292,female,Group B,high school,standard,none,65,68,67
S3293,female,Group C,high school,standard,none,52,68,66
S3294,male,Group E,associate's degree,free/reduced,none,80,8,83
S3295,female,Group B,some college,free/reduced,completed,73,91,88
S3296,female,Group C,associate's degree,free/reduced,completed,64,67,75
S3297,female,Group D,high school,standard,none,58,66,70
S3298,female,Group A,associate's degree,standard,none,72,77,77
S3299,male,Group C,associate's degree,standard,completed,67,68,69
S3300,female,Group C,some college,free/reduced,none,70,81,76
S3301,female,Group D,master's degree,free/reduced,none,91,93,95
S3302,male,Group D,some college,standard,none,59,62,52
S3303,female,Group E,high school,standard,none,100,91,85
S3304,male,Group E,some college,standard,none,81,72,70
S3305,female,Group E,bachelor's degree,standard,none,86,87,90
S3306,female,Group C,some high school,free/reduced,none,79,77,71
S3309,male,Group D,some college,free/reduced,none,59,45,44
S3310,male,Group C,some college,standard,none,77,8,85
S3311,male,Group C,bachelor's degree,standard,completed,94,82,93
S3312,male,Group D,some high school,standard,completed,80,77,80
S3313,male,Group C,master's degree,free/reduced,none,45,53,45
S3314,female,Group C,associate's degree,free/reduced,none,71,78,81
S3315,male,Group C,high school,standard,none,84,77,80
S3316,female,Group B,some college,standard,none,50,48,52
S3320,female,Group E,some high school,standard,completed,89,95,99
S3321,male,Group B,some high school,free/reduced,none,46,41,40
S3322,female,Group C,some college,free/reduced,none,43,58,60
S3323,male,Group C,some college,standard,none,49,53,43
S3324,female,Group C,associate's degree,standard,none,81,96,93
S3325,female,Group C,bachelor's degree,standard,none,63,74,75
S3326,male,Group C,high school,free/reduced,none,75,79,68
S3327,male,Group C,some college,standard,completed,67,74,81
S3329,female,Group B,some high school,free/reduced,none,65,83,77
S3330,female,Group C,bachelor's degree,standard,none,67,72,72
S3332,female,Group C,some high school,standard,none,62,64,64
S3333,male,Group E,high school,standard,none,90,8,78
S3337,female,Group C,some college,standard,none,90,76,71
S3338,female,Group D,some college,free/reduced,completed,64,77,77
S3339,female,Group C,some college,free/reduced,completed,44,44,53
S3340,male,Group D,bachelor's degree,standard,none,39,45,36
S3341,female,Group B,some high school,free/reduced,completed,46,63,66
S3343,male,Group D,some college,standard,none,74,63,65
S3344,female,Group C,some high school,standard,none,53,48,49
S3345,male,Group D,high school,free/reduced,none,54,49,48
S3346,female,Group B,some college,standard,none,61,69,73
S3347,male,Group C,high school,standard,none,31,27,19
S3348,female,Group D,some college,standard,none,56,53,58
S3349,male,Group E,some high school,free/reduced,none,47,54,48
S3350,female,Group C,associate's degree,standard,none,65,85,80
S3351,female,Group B,some college,standard,completed,77,9,93
S3352,female,Group C,high school,standard,none,59,66,69
S3353,male,Group C,some college,standard,none,77,7,60
S3354,female,Group A,high school,standard,none,64,72,66
S3355,male,Group C,bachelor's degree,free/reduced,completed,81,96,99
S3356,female,Group E,some college,standard,none,78,86,80
S3357,male,Group C,some college,free/reduced,none,62,61,57
S3358,male,Group B,bachelor's degree,standard,none,94,82,93
S3360,female,Group B,high school,free/reduced,none,60,66,64
S3361,female,Group B,high school,standard,none,46,57,53
S3362,male,Group B,some high school,standard,none,79,69,70
S3363,male,Group B,master's degree,standard,none,88,78,84
S3364,male,Group B,some college,standard,none,76,7,67
S3368,female,Group C,some college,standard,none,87,92,81
S3369,female,Group B,some college,free/reduced,completed,27,49,50
S3370,male,Group C,associate's degree,standard,none,100,93,89
S3371,female,Group E,bachelor's degree,standard,completed,98,1,99
S3372,male,Group D,associate's degree,standard,completed,67,62,67
S3373,female,Group D,associate's degree,standard,none,75,87,90
S3374,female,Group D,some college,standard,none,71,67,64
S3375,female,Group B,bachelor's degree,standard,completed,64,77,79
S3376,female,Group C,bachelor's degree,standard,none,57,69,77
S3378,female,Group D,bachelor's degree,free/reduced,none,68,79,78
S3379,female,Group B,high school,free/reduced,completed,49,66,60
S3380,female,Group A,some high school,standard,none,70,75,70
S3382,female,Group C,some high school,standard,completed,69,84,81
S3383,male,Group C,some college,standard,none,66,68,62
S3384,female,Group C,high school,standard,none,79,72,72
S3385,male,Group C,high school,standard,none,78,72,66
S3387,male,Group C,associate's degree,free/reduced,completed,72,67,61
S3388,female,Group C,some high school,standard,completed,69,84,81
S3389,female,Group D,high school,standard,none,15,39,40
S3390,female,Group C,high school,standard,none,71,72,69
S3391,male,Group D,master's degree,standard,none,82,84,81
S3392,female,Group C,some college,standard,none,71,88,83
S3393,female,Group C,associate's degree,standard,none,57,67,64
S3394,male,Group D,associate's degree,standard,none,89,78,76
S3395,female,Group C,master's degree,standard,completed,79,92,87
S3397,male,Group C,bachelor's degree,standard,completed,75,62,65
S3398,male,Group C,master's degree,standard,none,81,8,73
S3399,male,Group C,associate's degree,free/reduced,completed,61,69,62
S3401,male,Group E,some college,standard,completed,100,89,86
S3402,male,Group E,some high school,standard,none,74,6,59
S3403,male,Group D,master's degree,standard,none,70,65,56
S3404,male,Group A,some high school,standard,completed,67,6,69
S3405,female,Group E,high school,standard,none,85,86,88
S3407,male,Group E,some high school,standard,none,75,71,68
S3408,male,Group D,some college,standard,completed,96,92,88
S3410,female,Group C,some high school,standard,none,74,78,78
S3411,female,Group D,some college,free/reduced,none,62,61,57
S3412,male,Group A,some college,free/reduced,none,43,43,40
S3414,female,Group C,master's degree,standard,none,70,81,75
S3415,male,Group B,some college,free/reduced,none,42,48,33
S3416,female,Group B,high school,standard,none,74,9,83
S3417,female,Group B,some high school,standard,none,37,51,43
S3418,female,Group D,high school,free/reduced,none,47,66,66
S3420,male,Group C,some college,standard,none,55,65,57
S3421,male,Group C,high school,free/reduced,none,66,66,58
S3422,female,Group B,associate's degree,standard,none,47,48,49
S3423,female,Group D,high school,standard,none,58,52,51
S3424,male,Group D,some high school,standard,none,55,5,47
S3425,male,Group E,some high school,standard,none,75,71,68
S3426,male,Group A,some high school,standard,completed,79,65,65
S3427,female,Group E,high school,standard,none,79,78,83
S3428,female,Group D,associate's degree,standard,completed,67,71,76
S3429,male,Group D,some college,standard,none,97,94,91
S3430,female,Group B,bachelor's degree,standard,completed,85,96,95
S3432,male,Group E,some college,free/reduced,none,67,67,62
S3433,male,Group C,high school,free/reduced,none,66,66,58
S3434,male,Group E,high school,standard,none,86,89,87
S3435,female,Group C,master's degree,standard,none,43,57,59
S3437,female,Group A,associate's degree,standard,none,72,85,81
S3438,female,Group C,some college,standard,none,87,92,81
S3439,female,Group E,master's degree,free/reduced,completed,74,83,84
S3440,female,Group E,associate's degree,free/reduced,none,80,82,85
S3441,female,Group D,some college,free/reduced,none,57,76,77
S3442,female,Group D,associate's degree,standard,none,84,92,90
S3443,female,Group C,associate's degree,standard,none,55,68,73
S3444,female,Group B,some high school,standard,none,44,56,47
S3445,female,Group C,associate's degree,standard,none,57,67,64
S3446,female,Group D,some college,standard,none,84,97,96
S3447,male,Group B,some high school,standard,none,55,49,44
S3448,female,Group C,high school,standard,none,91,1,100
S3450,male,Group C,bachelor's degree,free/reduced,none,51,53,51
S3451,male,Group E,some college,standard,none,88,81,77
S3452,female,Group C,some college,standard,none,59,72,70
S3453,male,Group D,some high school,standard,none,67,59,59
S3454,female,Group D,master's degree,standard,none,44,39,37
S3455,female,Group E,associate's degree,standard,none,96,93,100
S3456,female,Group C,bachelor's degree,standard,none,69,85,83
S3457,female,Group C,bachelor's degree,free/reduced,none,57,54,44
S3458,male,Group D,some high school,free/reduced,completed,46,53,54
S3459,female,Group C,bachelor's degree,free/reduced,completed,44,45,52
S3460,female,Group A,master's degree,standard,none,68,7,72
S3461,female,Group A,high school,standard,completed,68,75,73
S3462,male,Group C,bachelor's degree,free/reduced,none,47,53,42
S3463,female,Group C,associate's degree,standard,none,84,9,89
S3464,female,Group C,high school,free/reduced,completed,34,66,59
S3465,female,Group B,some high school,standard,none,44,56,47
S3466,male,Group C,some college,standard,none,67,65,62
S3467,female,Group B,some college,standard,none,50,48,52
S3468,female,Group C,high school,standard,completed,80,83,86
S3470,male,Group D,associate's degree,standard,none,57,63,54
